Joshua Project People Group Data

PeopleID3,ROG3,ROL3,ROL4,Language,LanguageDialect,LanguageRank,Speakers
10350,AA,pap,0,Papiamentu,Papiamentu,P,84408
11659,AA,nld,0,Dutch,Dutch,P,4276
12035,AA,hat,0,"Haitian Creole","Haitian Creole",P,1129
12051,AA,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,849
12316,AA,jam,0,"Jamaican English Creole","Jamaican English Creole",P,576
15175,AA,tgl,0,Tagalog,Tagalog,P,846
15741,AA,eng,0,English,English,P,550
19007,AA,xxx,0,Unknown,"Language unknown",P,796
19209,AA,spa,0,Spanish,Spanish,P,11638
10348,AC,aig,0,"Leeward Caribbean English Creole","Leeward Caribbean English Creole",S,
10348,AC,eng,0,English,English,P,
11140,AC,eng,0,English,English,P,3177
13862,AC,aig,0,"Leeward Caribbean English Creole","Leeward Caribbean English Creole",P,2663
15741,AC,eng,0,English,English,P,10410
19007,AC,xxx,0,Unknown,"Language unknown",P,472
10376,AE,afb,0,"Arabic, Gulf","Arabic, Gulf",P,
10378,AE,acx,0,"Arabic, Omani","Arabic, Omani",P,293870
10429,AE,hyw,0,"Armenian, Western","Armenian, Western",P,2945
10790,AE,ben,7966,Bengali,"Bengali: Siripuria",P,73786
11277,AE,tha,0,Thai,Thai,P,3163
11359,AE,rhg,0,Rohingya,Rohingya,P,49085
11597,AE,afb,0,"Arabic, Gulf","Arabic, Gulf",P,504
11722,AE,arz,0,"Arabic, Egyptian","Arabic, Egyptian",P,978384
12046,AE,afb,0,"Arabic, Gulf","Arabic, Gulf",P,186520
12076,AE,haz,0,Hazaragi,Hazaragi,P,96997
12247,AE,acm,0,"Arabic, Mesopotamian","Arabic, Mesopotamian",P,49085
12322,AE,jpn,0,Japanese,Japanese,P,
12368,AE,apc,0,"Arabic, Levantine","Arabic, Levantine",P,25129
13017,AE,apc,0,"Arabic, Levantine","Arabic, Levantine",P,26505
13169,AE,ayl,0,"Arabic, Libyan","Arabic, Libyan",P,44130
13317,AE,npi,0,Nepali,Nepali,P,96205
13437,AE,zlm,0,Malay,Malay,P,28709
14256,AE,pbu,0,"Pashto, Northern","Pashto, Northern",P,382789
14276,AE,apc,0,"Arabic, Levantine","Arabic, Levantine",P,98169
14327,AE,pbt,0,"Pashto, Southern","Pashto, Southern",P,141361
14371,AE,pes,0,"Persian, Iranian","Persian, Iranian",P,306028
14784,AE,acw,0,"Arabic, Hijazi","Arabic, Hijazi",P,373697
14908,AE,ssh,0,"Arabic, Shihhi","Arabic, Shihhi",P,19190
14971,AE,sqt,0,Soqotri,Soqotri,P,15180
14983,AE,som,0,Somali,Somali,P,40206
15034,AE,bcc,0,"Balochi, Southern","Balochi, Southern",P,382789
15104,AE,apd,0,"Arabic, Sudanese","Arabic, Sudanese",P,71771
15145,AE,swh,0,Swahili,Swahili,P,5203
15152,AE,apc,0,"Arabic, Levantine","Arabic, Levantine",P,47611
15175,AE,tgl,0,Tagalog,Tagalog,P,
15198,AE,acq,3364,"Arabic, Ta'izzi-Adeni","Arabic, Ta'izzi-Adeni: Ta'izzi",P,55185
17433,AE,mal,0,Malayalam,Malayalam,P,
18274,AE,tur,0,Turkish,Turkish,P,9863
19007,AE,xxx,0,Unknown,"Language unknown",P,19182
19206,AE,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,31683
19211,AE,hin,0,Hindi,Hindi,P,
19211,AE,urd,0,Urdu,Urdu,S,
10453,AF,ask,0,Ashkun,Ashkun,P,53804
10528,AF,azj,0,"Azerbaijani, North","Azerbaijani, North",P,14155
10703,AF,bsh,3341,Kateviri,"Kateviri: Kiti",P,160776
10959,AF,brh,0,Brahui,Brahui,P,359191
11126,AF,ckb,0,"Kurdish, Central","Kurdish, Central",P,4456
11510,AF,prs,0,Dari,Dari,P,17954
11597,AF,rmt,9376,Domari,"Domari: Churi-wali",P,2054
11835,AF,gwt,0,Gawar-Bati,Gawar-Bati,P,43170
11936,AF,nli,0,Grangali,Grangali,P,12562
12076,AF,haz,0,Hazaragi,Hazaragi,P,3728338
12482,AF,xvi,11490,Komviri,"Komviri: Shekhani",P,24211
12526,AF,kaa,11588,Karakalpak,"Karakalpak: Southwest Karakalpak",P,3599
12599,AF,kaz,11758,Kazakh,"Kazakh: Western Kazakh",P,3599
12741,AF,gwc,11381,Gawri,"Gawri: Ushu",P,2149
12933,AF,kir,0,Kyrgyz,Kyrgyz,P,1415
13431,AF,prs,0,Dari,Dari,P,3599
13761,AF,mhj,0,Mogholi,Mogholi,S,
13761,AF,prs,0,Dari,Dari,P,
13878,AF,mnj,14417,Munji,"Munji: Southern Munji",P,7745
13996,AF,aee,0,"Pashai, Northeast","Pashai, Northeast",P,
13996,AF,psi,15537,"Pashai, Southeast","Pashai, Southeast: Southeast",S,
14042,AF,glh,3338,"Pashai, Northwest","Pashai, Northwest: Wadahu",P,106778
14192,AF,snd,16748,Sindhi,"Sindhi: Visholi",P,26937
14255,AF,phv,0,Pahlavani,Pahlavani,S,
14255,AF,prs,0,Dari,Dari,P,
14256,AF,pbu,0,"Pashto, Northern","Pashto, Northern",P,7487376
14311,AF,prc,0,Parachi,Parachi,P,
14322,AF,gbz,0,"Dari, Zoroastrian","Dari, Zoroastrian",S,
14322,AF,prs,0,Dari,Dari,P,
14324,AF,paq,0,Parya,Parya,P,393
14327,AF,pbt,0,"Pashto, Southern","Pashto, Southern",P,4745521
14371,AF,pes,0,"Persian, Iranian","Persian, Iranian",P,738182
14372,AF,prs,0,Dari,Dari,P,11983090
14461,AF,prn,0,Prasuni,Prasuni,P,10761
14483,AF,pan,15478,"Punjabi, Eastern","Punjabi, Eastern: Powadhi",P,6645
14498,AF,azj,0,"Azerbaijani, North","Azerbaijani, North",S,
14498,AF,prs,0,Dari,Dari,P,
14598,AF,rus,16118,Russian,"Russian: South Russian",P,1029
14727,AF,sgy,0,Sanglechi,Sanglechi,P,3089
14782,AF,sdg,0,Savi,Savi,P,5388
14921,AF,sgh,0,Shughni,Shughni,P,50458
14924,AF,sts,0,Shumashti,Shumashti,P,1792
15025,AF,psi,0,"Pashai, Southeast","Pashai, Southeast",P,609282
15072,AF,psh,0,"Pashai, Southwest","Pashai, Southwest",P,134513
15202,AF,abh,0,"Arabic, Tajiki","Arabic, Tajiki",P,
15202,AF,prs,0,Dari,Dari,S,
15202,AF,tgk,0,Tajik,Tajik,S,
15253,AF,prs,0,Dari,Dari,P,17954
15356,AF,bgn,7624,"Balochi, Western","Balochi, Western: Rakhshani",P,520815
15382,AF,pnb,0,"Punjabi, Western","Punjabi, Western",P,41310
15418,AF,pbu,0,"Pashto, Northern","Pashto, Northern",P,3842
15500,AF,pbt,0,"Pashto, Southern","Pashto, Southern",P,
15500,AF,tra,0,Tirahi,Tirahi,S,
15575,AF,trm,0,Tregami,Tregami,P,4708
15654,AF,tuk,0,Turkmen,Turkmen,P,2419342
15735,AF,oru,0,Ormuri,Ormuri,S,
15735,AF,pbt,0,"Pashto, Southern","Pashto, Southern",P,
15741,AF,eng,0,English,English,P,545
15755,AF,uig,0,Uyghur,Uyghur,P,3788
15756,AF,uzs,0,"Uzbek, Southern","Uzbek, Southern",P,4888685
15822,AF,wbk,0,Waigali,Waigali,P,34800
15866,AF,prs,0,Dari,Dari,P,8982
16221,AF,urd,0,Urdu,Urdu,P,2700
16239,AF,skr,0,Saraiki,Saraiki,P,1707
16521,AF,urd,0,Urdu,Urdu,P,4131
16585,AF,urd,0,Urdu,Urdu,P,3406
17549,AF,gju,10404,Gujari,"Gujari: Western Gujari",P,20235
17714,AF,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,3599
18125,AF,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,3049
18274,AF,tur,0,Turkish,Turkish,P,11938
18369,AF,mvy,0,"Kohistani, Indus","Kohistani, Indus",P,52086
18693,AF,wbl,0,Wakhi,Wakhi,P,22866
19007,AF,afg,0,"Afghan Sign Language","Afghan Sign Language",P,433524
19409,AF,azb,3389,"Azerbaijani, South","Azerbaijani, South: Afshari",P,
19409,AF,prs,0,Dari,Dari,S,
19423,AF,urd,0,Urdu,Urdu,P,7180
19437,AF,khw,0,Khowar,Khowar,P,11190
20542,AF,isk,0,Ishkashimi,Ishkashimi,P,3508
21454,AF,aiq,0,Aimaq,Aimaq,P,1776818
22356,AF,pbt,15548,"Pashto, Southern","Pashto, Southern: Southeastern Pashto",P,2109120
10379,AG,arq,0,"Arabic, Algerian","Arabic, Algerian",P,33606912
10774,AG,kcy,0,Korandje,Korandje,P,3859
10803,AG,rif,0,Tarifit,Tarifit,P,519
11140,AG,eng,0,English,English,P,799
11199,AG,tzm,0,"Tamazight, Central Atlas","Tamazight, Central Atlas",P,87008
11234,AG,fra,0,French,French,P,14239
11321,AG,cnu,0,Chenoua,Chenoua,P,108012
11633,AG,arq,0,"Arabic, Algerian","Arabic, Algerian",P,86419
11722,AG,arz,0,"Arabic, Egyptian","Arabic, Egyptian",P,18826
12070,AG,hau,0,Hausa,Hausa,P,
12178,AG,dsq,0,Tadaksahak,Tadaksahak,P,3916
12217,AG,tzm,0,"Tamazight, Central Atlas","Tamazight, Central Atlas",P,1737471
12247,AG,acm,0,"Arabic, Mesopotamian","Arabic, Mesopotamian",P,4912
12399,AG,kab,0,Kabyle,Kabyle,P,6564826
12944,AG,aao,0,"Arabic, Algerian Saharan","Arabic, Algerian Saharan",P,20746
13669,AG,tzm,0,"Tamazight, Central Atlas","Tamazight, Central Atlas",P,86756
13819,AG,ary,0,"Arabic, Moroccan","Arabic, Moroccan",P,190550
13842,AG,mzb,0,Tumzabt,Tumzabt,P,197886
13922,AG,arq,0,"Arabic, Algerian","Arabic, Algerian",P,40535
14570,AG,arq,0,"Arabic, Algerian","Arabic, Algerian",P,4788
14584,AG,arq,0,"Arabic, Algerian","Arabic, Algerian",P,86897
14639,AG,mey,0,Hassaniyya,Hassaniyya,P,
14639,AG,spa,0,Spanish,Spanish,S,
14899,AG,shy,0,Tachawit,Tachawit,P,2428307
14911,AG,shi,0,Tachelhit,Tachelhit,P,6841
14938,AG,aao,0,"Arabic, Algerian Saharan","Arabic, Algerian Saharan",P,20746
15077,AG,spa,0,Spanish,Spanish,P,683
15095,AG,arq,0,"Arabic, Algerian","Arabic, Algerian",P,137524
15199,AG,mey,0,Hassaniyya,Hassaniyya,P,51862
15226,AG,aao,0,"Arabic, Algerian Saharan","Arabic, Algerian Saharan",P,77794
15473,AG,arq,0,"Arabic, Algerian","Arabic, Algerian",P,
15473,AG,tia,0,"Tamazight, Tidikelt","Tamazight, Tidikelt",S,
15572,AG,arq,0,"Arabic, Algerian","Arabic, Algerian",P,8570
15608,AG,thv,0,"Tamahaq, Tahaggart","Tamahaq, Tahaggart",P,75353
15609,AG,grr,17278,Taznatit,"Taznatit: Touat",P,12513
16103,AG,aao,0,"Arabic, Algerian Saharan","Arabic, Algerian Saharan",P,20746
18274,AG,tur,0,Turkish,Turkish,P,3659
18364,AG,oua,0,Tagargrent,Tagargrent,P,23705
19007,AG,asp,0,"Algerian Sign Language","Algerian Sign Language",P,231379
19206,AG,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,37860
10429,AJ,hye,0,Armenian,Armenian,P,24041
10464,AJ,aii,112,"Assyrian Neo-Aramaic","Assyrian Neo-Aramaic: Assyrian",P,1616
10495,AJ,ava,0,Avar,Avar,P,114954
10528,AJ,azj,0,"Azerbaijani, North","Azerbaijani, North",P,8000285
10839,AJ,jdt,0,Judeo-Tat,Judeo-Tat,P,15152
10980,AJ,bdk,8413,Budukh,"Budukh: Yergyuch",P,2111
11065,AJ,bel,7935,Belarusian,"Belarusian: Southwest Belarusan",P,5758
11140,AJ,eng,0,English,English,P,2627
11255,AJ,kry,0,Kryts,Kryts,P,12810
11317,AJ,che,8728,Chechen,"Chechen: Ploskost",P,5354
11505,AJ,dar,0,Dargwa,Dargwa,P,
11865,AJ,kat,0,Georgian,Georgian,P,81132
11871,AJ,deu,0,"German, Standard","German, Standard",P,1667
11890,AJ,glk,0,Gilaki,Gilaki,P,4848
12230,AJ,kat,10165,Georgian,"Georgian: Ingilo",P,32971
12599,AJ,kaz,11758,Kazakh,"Kazakh: Western Kazakh",P,9445
12660,AJ,kjj,0,Khinalugh,Khinalugh,P,4142
12877,AJ,kmr,0,"Kurdish, Northern","Kurdish, Northern",P,53537
12952,AJ,lbe,12694,Lak,"Lak: Vixlin",P,1819
13049,AJ,lez,0,Lezgi,Lezgi,P,366275
13809,AJ,myv,0,Erzya,Erzya,P,1162
13896,AJ,ttt,0,"Tat, Muslim","Tat, Muslim",P,116065
14229,AJ,oss,15361,Ossetic,"Ossetic: Tual",P,4242
14371,AJ,pes,0,"Persian, Iranian","Persian, Iranian",P,12324
14431,AJ,pol,0,Polish,Polish,P,3677
14571,AJ,ron,16065,Romanian,"Romanian: Transylvanian",P,1616
14598,AJ,rus,16118,Russian,"Russian: South Russian",P,141722
14600,AJ,rus,0,Russian,Russian,P,7006
14603,AJ,rut,16123,Rutul,"Rutul: North Rutul",P,20808
14885,AJ,tur,0,Turkish,Turkish,P,8486
15220,AJ,azj,7452,"Azerbaijani, North","Azerbaijani, North: Zaqatala",S,
15220,AJ,tly,0,Talysh,Talysh,P,
15284,AJ,tat,17246,Tatar,"Tatar: Western Tatar",P,72528
15587,AJ,tkr,0,Tsakhur,Tsakhur,P,31610
15654,AJ,tuk,0,Turkmen,Turkmen,P,10111
15684,AJ,udi,0,Udi,Udi,P,8768
15696,AJ,ukr,0,Ukrainian,Ukrainian,P,46536
15756,AJ,uzs,0,"Uzbek, Southern","Uzbek, Southern",P,8646
18274,AJ,tur,17825,Turkish,"Turkish: Rumelian",P,60460
18859,AJ,azb,7464,"Azerbaijani, South","Azerbaijani, South: Shahsavani",P,296980
19007,AJ,xxx,0,Unknown,"Language unknown",P,78470
20631,AJ,tur,0,Turkish,Turkish,P,109888
10328,AL,eng,0,English,English,P,764
10431,AL,rup,0,Aromanian,Aromanian,P,7065
11880,AL,aln,0,"Albanian, Gheg","Albanian, Gheg",P,
11880,AL,als,0,"Albanian, Tosk","Albanian, Tosk",S,
11942,AL,ell,0,Greek,Greek,P,26648
12273,AL,ita,0,Italian,Italian,P,7503
13186,AL,mkd,0,Macedonian,Macedonian,P,5334
13798,AL,srp,0,Serbian,Serbian,P,1282
14567,AL,aln,0,"Albanian, Gheg","Albanian, Gheg",S,
14567,AL,rmy,16050,"Romani, Vlax","Romani, Vlax: Southern Vlax Romani",P,
14864,AL,srp,0,Serbian,Serbian,P,1282
15741,AL,eng,0,English,English,P,2003
18274,AL,tur,0,Turkish,Turkish,P,1654
18765,AL,srp,0,Serbian,Serbian,P,34187
19007,AL,sqk,0,"Albanian Sign Language","Albanian Sign Language",P,14124
19215,AL,eng,0,English,English,P,6130
20676,AL,als,0,"Albanian, Tosk","Albanian, Tosk",P,2880
10429,AM,hye,0,Armenian,Armenian,P,
10429,AM,hyw,0,"Armenian, Western","Armenian, Western",S,
10430,AM,rmi,0,Lomavren,Lomavren,P,45
10464,AM,aii,112,"Assyrian Neo-Aramaic","Assyrian Neo-Aramaic: Assyrian",P,13675
10528,AM,azj,0,"Azerbaijani, North","Azerbaijani, North",P,14063
11065,AM,bel,0,Belarusian,Belarusian,P,853
11234,AM,fra,0,French,French,P,140634
11865,AM,kat,0,Georgian,Georgian,P,582
11942,AM,ell,0,Greek,Greek,P,848
12877,AM,kmr,0,"Kurdish, Northern","Kurdish, Northern",P,2037
13775,AM,ron,0,Romanian,Romanian,P,523
14571,AM,ron,0,Romanian,Romanian,P,559
14598,AM,rus,0,Russian,Russian,P,11220
15684,AM,udi,0,Udi,Udi,P,176
15696,AM,ukr,0,Ukrainian,Ukrainian,P,1107
19007,AM,aen,0,"Armenian Sign Language","Armenian Sign Language",P,13889
20455,AM,kmr,0,"Kurdish, Northern","Kurdish, Northern",P,33262
11108,AN,cat,8661,Catalan,"Catalan: Catalan-Rousillonese",P,34615
11140,AN,eng,0,English,English,P,968
11234,AN,fra,0,French,French,P,4649
11871,AN,deu,0,"German, Standard","German, Standard",P,581
12273,AN,ita,0,Italian,Italian,P,580
13819,AN,ary,0,"Arabic, Moroccan","Arabic, Moroccan",P,561
14449,AN,por,0,Portuguese,Portuguese,P,12301
15077,AN,spa,0,Spanish,Spanish,P,24348
19007,AN,xxx,0,Unknown,"Language unknown",P,160
19211,AN,hin,0,Hindi,Hindi,P,590
10168,AO,afr,6716,Afrikaans,"Afrikaans: Orange River",P,2515
10598,AO,kng,0,Koongo,Koongo,P,26869
10676,AO,xuu,0,Khwedam,Khwedam,P,343
10918,AO,blv,0,Kibala,Kibala,P,5871
11069,AO,kea,0,Kabuverdianu,Kabuverdianu,P,88127
11140,AO,eng,0,English,English,P,1385
11234,AO,fra,0,French,French,P,8502
11365,AO,cjk,166,Chokwe,"Chokwe: Cokwe",P,2417262
11545,AO,dhm,0,Dhimba,Dhimba,P,35899
11852,AO,diu,0,Gciriku,Gciriku,P,27607
12085,AO,her,0,Herero,Herero,P,
12116,AO,hol,10683,Holu,"Holu: Yeci",P,61848
12774,AO,kng,12204,Koongo,"Koongo: Kongo",P,3911947
12775,AO,kwy,0,Kikongo,Kikongo,P,22690
12856,AO,knw,0,Kung-Ekoka,Kung-Ekoka,P,8508
12857,AO,ktz,0,Ju'hoan,Ju'hoan,P,11322
12911,AO,kwn,0,Kwangali,Kwangali,P,
12914,AO,kua,1951,Oshiwambo,"Oshiwambo: Kwanyama",P,858926
12962,AO,ldi,0,Laari,Laari,P,6014
13068,AO,lin,0,Lingala,Lingala,P,164333
13127,AO,loz,0,Lozi,Lozi,P,9924
13134,AO,lua,0,Luba-Kasai,Luba-Kasai,P,84244
13138,AO,lch,207,Luchazi,"Luchazi: Luchazi",P,735060
13146,AO,lum,0,Luimbi,Luimbi,P,123681
13153,AO,lun,0,Lunda,Lunda,P,406636
13154,AO,kmb,0,Kimbundu,Kimbundu,P,
13154,AO,por,0,Portuguese,Portuguese,S,
13167,AO,lwa,0,Lwalu,Lwalu,P,28080
13168,AO,lue,0,Luvale,Luvale,P,385442
13276,AO,lun,1288,Lunda,"Lunda: Ndembu",P,20712
13287,AO,ndq,0,Ndombe,Ndombe,P,56680
13289,AO,ndo,0,Ndonga,Ndonga,P,
13339,AO,nne,0,Ngandjera,Ngandjera,P,33998
13414,AO,nkn,0,Nkangala,Nkangala,P,59710
13417,AO,khu,0,Nkumbi,Nkumbi,P,807651
13426,AO,sie,0,Simaa,Simaa,P,4212
13454,AO,vaj,0,"Northwestern Kung","Northwestern Kung",P,15609
13569,AO,mho,13824,"Mashi (Zambia)","Mashi (Zambia): North Kwandu",P,5675
13617,AO,mxg,0,Mbangala,Mbangala,P,
13639,AO,mhw,0,Mbukushu,Mbukushu,P,17002
13643,AO,mck,0,Mbunda,Mbunda,P,368346
13645,AO,mfu,0,Mbwela,Mbwela,P,605371
14084,AO,nyk,0,Nyaneka,Nyaneka,P,1227035
14092,AO,nba,0,Nyemba,Nyemba,P,1154642
14093,AO,nye,0,Nyengo,Nyengo,P,27574
14449,AO,por,0,Portuguese,Portuguese,P,2321258
14604,AO,rnd,0,Ruund,Ruund,P,277511
14681,AO,hgm,10523,Haiom,"Haiom: Kedi",P,1867
15077,AO,spa,0,Spanish,Spanish,P,16427
15109,AO,sub,0,Suku,Suku,P,42123
15706,AO,umb,0,Umbundu,Umbundu,P,8564715
15953,AO,yaf,0,"Yaka (Democratic Republic of the Congo)","Yaka (Democratic Republic of the Congo)",P,563480
16005,AO,yax,0,Yauma,Yauma,P,48177
16051,AO,yom,0,Kiyombe,Kiyombe,P,90852
19007,AO,xxx,0,Unknown,"Language unknown",P,378050
19052,AO,nsx,0,"Songo (Angola)","Songo (Angola)",P,252192
19206,AO,cmn,8839,"Chinese, Mandarin","Chinese, Mandarin: Xinan Guanhua",P,57362
19208,AO,eng,0,English,English,P,28049
20990,AO,olu,0,Kuvale,Kuvale,P,105886
21063,AO,nql,0,Ngendelengo,Ngendelengo,P,1513
21064,AO,xdo,0,Kwandu,Kwandu,P,9075
21580,AO,pnd,0,Mpinda,Mpinda,P,36853
21843,AO,hng,0,Hungu,Hungu,P,981628
11165,AQ,eng,0,English,English,P,3002
12322,AQ,jpn,0,Japanese,Japanese,P,771
12795,AQ,kor,0,Korean,Korean,P,424
14676,AQ,smo,0,Samoan,Samoan,P,36950
15175,AQ,tgl,0,Tagalog,Tagalog,P,532
15535,AQ,tkl,0,Tokelauan,Tokelauan,P,69
15554,AQ,ton,0,Tongan,Tongan,P,560
15741,AQ,eng,0,English,English,P,839
19007,AQ,xxx,0,Unknown,"Language unknown",P,220
10421,AR,spa,0,Spanish,Spanish,P,36244744
10429,AR,hyw,0,"Armenian, Western","Armenian, Western",P,153069
10962,AR,gun,0,"Guarani, Mbya","Guarani, Mbya",P,
10966,AR,por,0,Portuguese,Portuguese,P,44522
11065,AR,bel,0,Belarusian,Belarusian,P,
11069,AR,kea,0,Kabuverdianu,Kabuverdianu,P,
11069,AR,spa,0,Spanish,Spanish,S,
11108,AR,cat,3162,Catalan,"Catalan: Central",P,203663
11140,AR,eng,0,English,English,P,9706
11234,AR,fra,0,French,French,P,16791
11306,AR,gui,0,"Guarani, Eastern Bolivian","Guarani, Eastern Bolivian",P,
11335,AR,spa,0,Spanish,Spanish,P,212591
11354,AR,gui,10376,"Guarani, Eastern Bolivian","Guarani, Eastern Bolivian: Izoceno",P,24075
11355,AR,nhd,0,"Guarani, Ava","Guarani, Ava",P,24483
11369,AR,crt,0,"Chorote, Iyojwa'ja","Chorote, Iyojwa'ja",P,944
11370,AR,crq,0,"Chorote, Iyo'wujwa","Chorote, Iyo'wujwa",P,1773
11379,AR,cag,0,Nivacle,Nivacle,P,
11437,AR,hrv,0,Croatian,Croatian,P,4286
11458,AR,ces,0,Czech,Czech,P,
11810,AR,glg,0,Galician,Galician,P,775323
11871,AR,deu,0,"German, Standard","German, Standard",P,43118
11942,AR,ell,0,Greek,Greek,P,42281
12273,AR,ita,0,Italian,Italian,P,1149632
12322,AR,jpn,0,Japanese,Japanese,P,38236
12432,AR,kgk,0,Kaiwa,Kaiwa,P,
12795,AR,kor,0,Korean,Korean,P,33344
12863,AR,spa,0,Spanish,Spanish,P,15584
12989,AR,lao,0,Lao,Lao,P,
13526,AR,arn,0,Mapudungun,Mapudungun,P,
13677,AR,pdt,0,Plautdietsch,Plautdietsch,P,4182
13756,AR,moc,0,Mocovi,Mocovi,P,25602
13961,AR,mtp,0,Weenhayek,Weenhayek,P,47327
14276,AR,apc,0,"Arabic, Levantine","Arabic, Levantine",P,1190
14312,AR,gug,0,"Guarani, Paraguayan","Guarani, Paraguayan",P,611057
14373,AR,spa,0,Spanish,Spanish,P,173969
14391,AR,plg,0,Pilaga,Pilaga,P,5789
14392,AR,mzh,0,"Wichi Lhamtes Guisnay","Wichi Lhamtes Guisnay",P,26528
14431,AR,pol,0,Polish,Polish,P,
14449,AR,por,0,Portuguese,Portuguese,P,15484
14502,AR,quh,0,"Quechua, South Bolivian","Quechua, South Bolivian",P,83417
14504,AR,quh,15871,"Quechua, South Bolivian","Quechua, South Bolivian: Quechua, Northwest Jujuy,",P,2090
14567,AR,rmy,0,"Romani, Vlax","Romani, Vlax",P,60749
14571,AR,ron,0,Romanian,Romanian,P,16791
14598,AR,rus,0,Russian,Russian,P,
14744,AR,qus,0,"Quichua, Santiago del Estero","Quichua, Santiago del Estero",P,65533
14864,AR,srp,0,Serbian,Serbian,P,6546
14962,AR,slk,0,Slovak,Slovak,P,9420
14964,AR,slv,0,Slovene,Slovene,P,11915
15077,AR,spa,0,Spanish,Spanish,P,604181
15080,AR,spa,0,Spanish,Spanish,P,176734
15152,AR,apc,0,"Arabic, Levantine","Arabic, Levantine",P,1510290
15265,AR,tpj,0,Nandeva,Nandeva,P,587
15319,AR,arn,0,Mapudungun,Mapudungun,P,31163
15517,AR,tob,22280,Toba,"Toba: Toba Qom",P,141356
15696,AR,ukr,0,Ukrainian,Ukrainian,P,32155
15739,AR,spa,0,Spanish,Spanish,P,127998
15780,AR,wlv,0,"Wichi Lhamtes Vejoz","Wichi Lhamtes Vejoz",P,47327
15791,AR,tob,0,Toba,Toba,P,556
15905,AR,cym,0,Welsh,Welsh,P,5049
18274,AR,tur,0,Turkish,Turkish,P,844
18757,AR,ayr,7,"Aymara, Central","Aymara, Central: Aymara",P,4522
19006,AR,spa,0,Spanish,Spanish,P,1819330
19007,AR,aed,0,"Argentine Sign Language","Argentine Sign Language",P,230278
19023,AR,spa,0,Spanish,Spanish,P,138018
19024,AR,spa,0,Spanish,Spanish,P,1336
19206,AR,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,78724
19213,AR,spa,0,Spanish,Spanish,P,15679
19214,AR,spa,0,Spanish,Spanish,P,2895
19623,AR,spa,0,Spanish,Spanish,P,1894
19624,AR,spa,0,Spanish,Spanish,P,1446
19626,AR,spa,0,Spanish,Spanish,P,2450
20281,AR,spa,0,Spanish,Spanish,P,1670
20500,AR,spa,0,Spanish,Spanish,P,16697
20501,AR,spa,0,Spanish,Spanish,P,38956
20502,AR,spa,0,Spanish,Spanish,P,74574
20504,AR,spa,0,Spanish,Spanish,P,37843
20505,AR,spa,0,Spanish,Spanish,P,72348
20506,AR,spa,0,Spanish,Spanish,P,4118
20507,AR,spa,0,Spanish,Spanish,P,2117
20508,AR,spa,0,Spanish,Spanish,P,7679
20509,AR,spa,0,Spanish,Spanish,P,3116
20510,AR,spa,0,Spanish,Spanish,P,24487
20511,AR,spa,0,Spanish,Spanish,P,4118
20512,AR,spa,0,Spanish,Spanish,P,16697
20513,AR,spa,0,Spanish,Spanish,P,3227
22317,AR,qus,0,"Quichua, Santiago del Estero","Quichua, Santiago del Estero",P,4827
10134,AS,rop,12353,Kriol,"Kriol: Roper River Kriol",P,7585
10168,AS,afr,0,Afrikaans,Afrikaans,P,
10168,AS,eng,0,English,English,S,
10218,AS,aka,0,Akan,Akan,P,3410
10259,AS,aly,0,Alyawarr,Alyawarr,P,1642
10294,AS,amh,0,Amharic,Amharic,P,7214
10311,AS,aoi,0,Anindilyakwa,Anindilyakwa,P,1566
10326,AS,eng,0,English,English,P,18238874
10328,AS,eng,0,English,English,P,43143
10329,AS,eng,0,English,English,P,583924
10330,AS,rme,0,Angloromani,Angloromani,P,6740
10334,AS,amx,0,Anmatyerr,Anmatyerr,P,679
10429,AS,hyw,0,"Armenian, Western","Armenian, Western",P,46720
10464,AS,aii,112,"Assyrian Neo-Aramaic","Assyrian Neo-Aramaic: Assyrian",P,29632
10491,AS,bar,0,Bavarian,Bavarian,P,26268
10530,AS,bcj,0,Bardi,Bardi,P,339
10790,AS,ben,0,Bengali,Bengali,P,57841
10953,AS,bos,0,Bosnian,Bosnian,P,17386
10991,AS,pkp,0,Pukapuka,Pukapuka,P,1499
10998,AS,bul,0,Bulgarian,Bulgarian,P,
11026,AS,bvr,0,Burarra,Burarra,P,1112
11029,AS,mya,0,Burmese,Burmese,P,17937
11065,AS,bel,0,Belarusian,Belarusian,P,6611
11140,AS,eng,0,English,English,P,1035871
11157,AS,ekk,0,"Estonian, Standard","Estonian, Standard",P,1950
11200,AS,fij,0,Fijian,Fijian,P,66465
11201,AS,hif,0,"Fiji Hindi","Fiji Hindi",P,2871
11205,AS,fin,0,Finnish,Finnish,P,
11234,AS,fra,0,French,French,P,78020
11244,AS,kri,0,Krio,Krio,P,2783
11268,AS,kux,0,Kukatja,Kukatja,P,137
11277,AS,tha,0,Thai,Thai,P,60963
11335,AS,spa,0,Spanish,Spanish,P,34055
11344,AS,nan,0,"Chinese, Min Nan","Chinese, Min Nan",P,18532
11345,AS,wuu,0,"Chinese, Wu","Chinese, Wu",P,3499
