Joshua Project People Group Data

PeopleID3,ROG3,ROL3,ROL4,Language,LanguageDialect,LanguageRank,Speakers
16695,IN,ory,0,Odia,Odia,P,980519
16695,IN,sat,0,Santhali,Santhali,S,460
16695,IN,uki,0,"Kui (India)","Kui (India)",S,120
16695,IN,unr,3302,Mundari,"Mundari: Bhumij",S,200
16696,IN,anp,0,Angika,Angika,S,159940
16696,IN,awa,0,Awadhi,Awadhi,S,643
16696,IN,ben,0,Bengali,Bengali,S,70640
16696,IN,bfz,0,"Pahari, Mahasu","Pahari, Mahasu",S,24
16696,IN,bgc,0,Haryanvi,Haryanvi,S,102946
16696,IN,bho,0,Bhojpuri,Bhojpuri,S,336218
16696,IN,bjj,0,Kanauji,Kanauji,S,90491
16696,IN,bns,0,Bundeli,Bundeli,S,4035
16696,IN,bra,0,"Braj Bhasha","Braj Bhasha",S,660
16696,IN,dhd,0,Dhundari,Dhundari,S,172
16696,IN,gbm,0,Garhwali,Garhwali,S,212
16696,IN,guj,0,Gujarati,Gujarati,S,480
16696,IN,hin,0,Hindi,Hindi,P,2819344
16696,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,77
16696,IN,kfs,0,Bilaspuri,Bilaspuri,S,12
16696,IN,mag,0,Magahi,Magahi,S,71960
16696,IN,mai,0,Maithili,Maithili,S,327905
16696,IN,mtr,0,Mewari,Mewari,S,278
16696,IN,mup,0,Malvi,Malvi,S,1227
16696,IN,ory,0,Odia,Odia,S,24330
16696,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,84109
16696,IN,rwr,0,"Marwari (India)","Marwari (India)",S,8634
16696,IN,sjp,0,Surjapuri,Surjapuri,S,980
16696,IN,swv,0,Shekhawati,Shekhawati,S,12621
16696,IN,wbr,0,Wagdi,Wagdi,S,31927
16696,IN,xnr,0,Kangri,Kangri,S,18
16697,IN,bns,0,Bundeli,Bundeli,S,316
16697,IN,bra,0,"Braj Bhasha","Braj Bhasha",S,67
16697,IN,dhd,0,Dhundari,Dhundari,S,20357
16697,IN,hin,0,Hindi,Hindi,P,482942
16697,IN,hoj,18802,Haroti,"Haroti: Harauti",S,64670
16697,IN,mtr,0,Mewari,Mewari,S,53089
16697,IN,mup,0,Malvi,Malvi,S,31265
16697,IN,rwr,0,"Marwari (India)","Marwari (India)",S,11478
16697,IN,swv,0,Shekhawati,Shekhawati,S,1980
16697,IN,wbr,0,Wagdi,Wagdi,S,32180
16698,IN,bgw,0,Bhatri,Bhatri,S,140
16698,IN,dso,0,Desiya,Desiya,S,650
16698,IN,hin,0,Hindi,Hindi,S,150
16698,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,150
16698,IN,kxv,0,Kuvi,Kuvi,S,40
16698,IN,ory,0,Odia,Odia,P,15280
16698,IN,peg,0,Pengo,Pengo,S,400
16698,IN,tel,0,Telugu,Telugu,S,60
16698,IN,uki,0,"Kui (India)","Kui (India)",S,40
16700,IN,adi,0,Adi,Adi,S,3
16700,IN,ahr,0,Ahirani,Ahirani,S,173
16700,IN,asm,0,Assamese,Assamese,S,1
16700,IN,ben,0,Bengali,Bengali,S,172
16700,IN,bhb,0,Bhili,Bhili,S,2111
16700,IN,bho,0,Bhojpuri,Bhojpuri,S,4034
16700,IN,bjj,0,Kanauji,Kanauji,S,350
16700,IN,eng,0,English,English,S,6
16700,IN,esg,0,"Gondi, Aheri","Gondi, Aheri",S,40
16700,IN,gbm,0,Garhwali,Garhwali,S,70
16700,IN,gno,0,"Gondi, Northern","Gondi, Northern",S,990
16700,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,750
16700,IN,guj,0,Gujarati,Gujarati,P,1364184
16700,IN,hin,0,Hindi,Hindi,S,134408
16700,IN,hlb,0,Halbi,Halbi,S,1
16700,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,1013
16700,IN,kan,0,Kannada,Kannada,S,719942
16700,IN,kfb,0,"Kolami, Northwestern","Kolami, Northwestern",S,319
16700,IN,kfp,0,Korwa,Korwa,S,37
16700,IN,kfq,0,Korku,Korku,S,558
16700,IN,kfr,0,Kacchi,Kacchi,S,20001
16700,IN,khn,0,Khandesi,Khandesi,S,63
16700,IN,knn,0,Konkani,Konkani,S,1590
16700,IN,kru,0,Kurux,Kurux,S,36
16700,IN,kxp,0,"Koli, Wadiyari","Koli, Wadiyari",S,1680
16700,IN,kxv,0,Kuvi,Kuvi,S,1
16700,IN,mal,0,Malayalam,Malayalam,S,32
16700,IN,mar,0,Marathi,Marathi,S,522300
16700,IN,mup,0,Malvi,Malvi,S,1910
16700,IN,noe,0,Nimadi,Nimadi,S,1100
16700,IN,npi,0,Nepali,Nepali,S,1
16700,IN,ory,0,Odia,Odia,S,1395
16700,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,6
16700,IN,saz,0,Sourashtra,Sourashtra,S,2250
16700,IN,sbn,0,"Sindhi Bhil","Sindhi Bhil",S,22
16700,IN,tam,0,Tamil,Tamil,S,403
16700,IN,tcy,0,Tulu,Tulu,S,10
16700,IN,tel,0,Telugu,Telugu,S,2417
16700,IN,urd,0,Urdu,Urdu,S,670
16700,IN,wbr,0,Wagdi,Wagdi,S,224
16700,IN,wsg,0,"Gondi, Adilabad","Gondi, Adilabad",S,164
16702,IN,bho,0,Bhojpuri,Bhojpuri,P,13840
16702,IN,hin,0,Hindi,Hindi,S,10771
16703,IN,awa,0,Awadhi,Awadhi,S,20
16703,IN,bho,0,Bhojpuri,Bhojpuri,S,4640
16703,IN,dgo,0,Dogri,Dogri,S,50
16703,IN,hin,0,Hindi,Hindi,P,20672
16703,IN,urd,0,Urdu,Urdu,S,8317
16705,IN,ben,0,Bengali,Bengali,S,1100
16705,IN,bfy,0,Bagheli,Bagheli,S,7770
16705,IN,bns,0,Bundeli,Bundeli,S,32600
16705,IN,cdz,0,Koda,Koda,S,155
16705,IN,dhd,0,Dhundari,Dhundari,S,2117
16705,IN,guj,0,Gujarati,Gujarati,S,1870
16705,IN,hin,0,Hindi,Hindi,P,1049282
16705,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,161353
16705,IN,kru,0,Kurux,Kurux,S,235
16705,IN,kxv,0,Kuvi,Kuvi,S,50
16705,IN,mar,0,Marathi,Marathi,S,480200
16705,IN,mup,0,Malvi,Malvi,S,1230
16705,IN,noe,0,Nimadi,Nimadi,S,4090
16705,IN,ory,0,Odia,Odia,S,137335
16705,IN,rwr,0,"Marwari (India)","Marwari (India)",S,87
16705,IN,sat,0,Santhali,Santhali,S,480
16705,IN,uki,0,"Kui (India)","Kui (India)",S,900
16705,IN,unr,3302,Mundari,"Mundari: Bhumij",S,310
16705,IN,unx,0,Munda,Munda,S,30
16706,IN,ahr,0,Ahirani,Ahirani,S,1469
16706,IN,ben,0,Bengali,Bengali,S,15
16706,IN,bhb,0,Bhili,Bhili,S,19934
16706,IN,bho,0,Bhojpuri,Bhojpuri,S,2
16706,IN,dhd,0,Dhundari,Dhundari,S,2558
16706,IN,dhn,0,Dangi,Dangi,S,1231
16706,IN,eng,0,English,English,S,11
16706,IN,esg,0,"Gondi, Aheri","Gondi, Aheri",S,1
16706,IN,gno,0,"Gondi, Northern","Gondi, Northern",S,5
16706,IN,guj,0,Gujarati,Gujarati,P,280356
16706,IN,hin,0,Hindi,Hindi,S,51227
16706,IN,kan,0,Kannada,Kannada,S,32
16706,IN,kfq,0,Korku,Korku,S,6
16706,IN,kfr,0,Kacchi,Kacchi,S,80
16706,IN,khn,0,Khandesi,Khandesi,S,152
16706,IN,knn,0,Konkani,Konkani,S,126
16706,IN,kxv,0,Kuvi,Kuvi,S,2
16706,IN,mai,0,Maithili,Maithili,S,3
16706,IN,mal,0,Malayalam,Malayalam,S,4
16706,IN,mar,0,Marathi,Marathi,S,10774
16706,IN,mtr,0,Mewari,Mewari,S,286
16706,IN,noe,0,Nimadi,Nimadi,S,4220
16706,IN,ory,0,Odia,Odia,S,139
16706,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,2935
16706,IN,rwr,0,"Marwari (India)","Marwari (India)",S,4010
16706,IN,snd,0,Sindhi,Sindhi,S,4
16706,IN,swv,0,Shekhawati,Shekhawati,S,963
16706,IN,tam,0,Tamil,Tamil,S,2
16706,IN,tel,0,Telugu,Telugu,S,424
16706,IN,urd,0,Urdu,Urdu,S,1398
16706,IN,wbr,0,Wagdi,Wagdi,S,18870
16707,IN,dhd,0,Dhundari,Dhundari,S,13
16707,IN,hin,0,Hindi,Hindi,P,671
16707,IN,mtr,0,Mewari,Mewari,S,39
16707,IN,rwr,0,"Marwari (India)","Marwari (India)",S,157
16707,IN,wbr,0,Wagdi,Wagdi,S,365
16708,IN,asm,0,Assamese,Assamese,S,6
16708,IN,ben,0,Bengali,Bengali,S,2495
16708,IN,bhb,0,Bhili,Bhili,S,28
16708,IN,dhw,0,Danuwar,Danuwar,S,203
16708,IN,eng,0,English,English,S,3
16708,IN,gno,0,"Gondi, Northern","Gondi, Northern",S,52
16708,IN,guj,0,Gujarati,Gujarati,S,90
16708,IN,hin,0,Hindi,Hindi,S,24230
16708,IN,hlb,0,Halbi,Halbi,S,5
16708,IN,hne,0,Chhattisgarhi,Chhattisgarhi,P,29370
16708,IN,hoc,0,Ho,Ho,S,4
16708,IN,kan,0,Kannada,Kannada,S,130
16708,IN,kfp,0,Korwa,Korwa,S,1
16708,IN,khn,0,Khandesi,Khandesi,S,2
16708,IN,kru,0,Kurux,Kurux,S,82
16708,IN,mar,0,Marathi,Marathi,S,3686
16708,IN,ory,0,Odia,Odia,S,1704
16708,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,8
16708,IN,snd,0,Sindhi,Sindhi,S,2
16708,IN,tam,0,Tamil,Tamil,S,11
16708,IN,tel,0,Telugu,Telugu,S,26
16708,IN,urd,0,Urdu,Urdu,S,3
16709,IN,ahr,0,Ahirani,Ahirani,S,9580
16709,IN,anp,0,Angika,Angika,S,13810
16709,IN,asm,0,Assamese,Assamese,S,37672
16709,IN,awa,0,Awadhi,Awadhi,S,15185
16709,IN,ben,0,Bengali,Bengali,S,449129
16709,IN,bfy,0,Bagheli,Bagheli,S,6450
16709,IN,bfz,0,"Pahari, Mahasu","Pahari, Mahasu",S,1400
16709,IN,bgc,0,Haryanvi,Haryanvi,S,9432
16709,IN,bgw,0,Bhatri,Bhatri,S,540
16709,IN,bho,0,Bhojpuri,Bhojpuri,S,517843
16709,IN,bht,0,Bhattiyali,Bhattiyali,S,80
16709,IN,bjj,0,Kanauji,Kanauji,S,89936
16709,IN,bns,0,Bundeli,Bundeli,S,49877
16709,IN,bra,0,"Braj Bhasha","Braj Bhasha",S,8130
16709,IN,cdh,0,Chambeali,Chambeali,S,130
16709,IN,cdj,0,Churahi,Churahi,S,100
16709,IN,cdz,0,Koda,Koda,S,240
16709,IN,dhd,0,Dhundari,Dhundari,S,11779
16709,IN,dhn,0,Dangi,Dangi,S,15
16709,IN,dso,0,Desiya,Desiya,S,460
16709,IN,dwk,0,"Kui, Dawik","Kui, Dawik",S,80
16709,IN,gbm,0,Garhwali,Garhwali,S,6600
16709,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,12240
16709,IN,guj,0,Gujarati,Gujarati,S,62795
16709,IN,hca,0,"Andaman Hindi Creole","Andaman Hindi Creole",S,230
16709,IN,hin,0,Hindi,Hindi,P,3871832
16709,IN,hlb,0,Halbi,Halbi,S,411
16709,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,235550
16709,IN,hoc,0,Ho,Ho,S,80
16709,IN,hoj,18802,Haroti,"Haroti: Harauti",S,8930
16709,IN,idb,0,Indo-Portuguese,Indo-Portuguese,S,140
16709,IN,jun,0,Juang,Juang,S,120
16709,IN,kan,0,Kannada,Kannada,S,565713
16709,IN,kas,0,Kashmiri,Kashmiri,S,700
16709,IN,kfa,0,Kodava,Kodava,S,2000
16709,IN,kfk,0,Kinnauri,Kinnauri,S,10
16709,IN,kfr,0,Kacchi,Kacchi,S,450
16709,IN,kfs,0,Bilaspuri,Bilaspuri,S,2270
16709,IN,kfx,0,"Pahari, Kullu","Pahari, Kullu",S,40
16709,IN,khn,0,Khandesi,Khandesi,S,16930
16709,IN,khr,0,Kharia,Kharia,S,40
16709,IN,knn,0,Konkani,Konkani,S,42810
16709,IN,kru,0,Kurux,Kurux,S,920
16709,IN,kxv,0,Kuvi,Kuvi,S,100
16709,IN,mag,0,Magahi,Magahi,S,44560
16709,IN,mai,0,Maithili,Maithili,S,82535
16709,IN,mal,0,Malayalam,Malayalam,S,2717
16709,IN,mar,0,Marathi,Marathi,S,514432
16709,IN,mjl,0,Mandeali,Mandeali,S,2620
16709,IN,mtr,0,Mewari,Mewari,S,12220
16709,IN,mup,0,Malvi,Malvi,S,15990
16709,IN,noe,0,Nimadi,Nimadi,S,4200
16709,IN,npi,0,Nepali,Nepali,S,60
16709,IN,ory,0,Odia,Odia,S,643806
16709,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,30450
16709,IN,peg,0,Pengo,Pengo,S,400
16709,IN,rwr,0,"Marwari (India)","Marwari (India)",S,6320
16709,IN,sat,0,Santhali,Santhali,S,1290
16709,IN,sck,0,Sadri,Sadri,S,400
16709,IN,srx,0,Sirmauri,Sirmauri,S,80
16709,IN,swv,0,Shekhawati,Shekhawati,S,1340
16709,IN,tam,0,Tamil,Tamil,S,827800
16709,IN,tcy,0,Tulu,Tulu,S,34310
16709,IN,tel,0,Telugu,Telugu,S,3533722
16709,IN,trp,0,"Kok Borok","Kok Borok",S,1810
16709,IN,uki,0,"Kui (India)","Kui (India)",S,1120
16709,IN,unr,3302,Mundari,"Mundari: Bhumij",S,280
16709,IN,unx,0,Munda,Munda,S,40
16709,IN,wbr,0,Wagdi,Wagdi,S,24863
16709,IN,xnr,0,Kangri,Kangri,S,6970
16710,IN,anm,0,Anal,Anal,S,1
16710,IN,asm,0,Assamese,Assamese,S,2
16710,IN,ben,0,Bengali,Bengali,S,12
16710,IN,bhb,0,Bhili,Bhili,S,3672
16710,IN,dhn,0,Dangi,Dangi,S,160
16710,IN,dho,0,Dhodia,Dhodia,S,199987
16710,IN,eng,0,English,English,S,7
16710,IN,esg,0,"Gondi, Aheri","Gondi, Aheri",S,4
16710,IN,gno,0,"Gondi, Northern","Gondi, Northern",S,6
16710,IN,guj,0,Gujarati,Gujarati,P,467393
16710,IN,hin,0,Hindi,Hindi,S,1349
16710,IN,hlb,0,Halbi,Halbi,S,3
16710,IN,kan,0,Kannada,Kannada,S,229
16710,IN,kfr,0,Kacchi,Kacchi,S,38
16710,IN,khn,0,Khandesi,Khandesi,S,3
16710,IN,knn,0,Konkani,Konkani,S,2494
16710,IN,mal,0,Malayalam,Malayalam,S,27
16710,IN,mar,0,Marathi,Marathi,S,5168
16710,IN,npi,0,Nepali,Nepali,S,6
16710,IN,ory,0,Odia,Odia,S,31
16710,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,17
16710,IN,tam,0,Tamil,Tamil,S,31
16710,IN,tel,0,Telugu,Telugu,S,193
16710,IN,urd,0,Urdu,Urdu,S,38
16711,IN,asm,0,Assamese,Assamese,S,4510
16711,IN,ben,0,Bengali,Bengali,S,12865
16711,IN,bfy,0,Bagheli,Bagheli,S,420
16711,IN,dgo,0,Dogri,Dogri,S,110
16711,IN,dhd,0,Dhundari,Dhundari,S,3230
16711,IN,guj,0,Gujarati,Gujarati,S,19302
16711,IN,hin,0,Hindi,Hindi,P,109869
16711,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,270
16711,IN,hoj,18802,Haroti,"Haroti: Harauti",S,4149
16711,IN,mtr,0,Mewari,Mewari,S,19406
16711,IN,mup,0,Malvi,Malvi,S,11790
16711,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,280
16711,IN,rwr,0,"Marwari (India)","Marwari (India)",S,15508
16711,IN,swv,0,Shekhawati,Shekhawati,S,1895
16711,IN,wbr,0,Wagdi,Wagdi,S,18844
16712,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,154
16712,IN,guj,0,Gujarati,Gujarati,S,1708
16712,IN,hin,0,Hindi,Hindi,S,2751
16712,IN,kan,0,Kannada,Kannada,S,25170
16712,IN,knn,0,Konkani,Konkani,S,9880
16712,IN,mar,0,Marathi,Marathi,P,108916
16712,IN,tel,0,Telugu,Telugu,S,1089
16712,IN,wbr,0,Wagdi,Wagdi,S,18
16713,IN,awa,0,Awadhi,Awadhi,S,475
16713,IN,bfy,0,Bagheli,Bagheli,S,1900
16713,IN,bho,0,Bhojpuri,Bhojpuri,S,22932
16713,IN,bjj,0,Kanauji,Kanauji,S,146
16713,IN,gbm,0,Garhwali,Garhwali,S,117
16713,IN,hin,0,Hindi,Hindi,P,108872
16713,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,1201
16714,IN,ben,0,Bengali,Bengali,S,130
16714,IN,bgw,0,Bhatri,Bhatri,S,1360
16714,IN,dso,0,Desiya,Desiya,S,80
16714,IN,gbj,0,"Gadaba, Bodo","Gadaba, Bodo",S,3
16714,IN,gno,0,"Gondi, Northern","Gondi, Northern",S,49
16714,IN,hin,0,Hindi,Hindi,S,1500
16714,IN,hlb,0,Halbi,Halbi,S,56
16714,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,18
16714,IN,kff,0,Koya,Koya,S,111
16714,IN,kxv,0,Kuvi,Kuvi,S,8
16714,IN,kyw,0,Kudmali,Kudmali,S,4059
16714,IN,ort,0,"Oriya, Adivasi","Oriya, Adivasi",S,600
16714,IN,ory,0,Odia,Odia,S,3695
16714,IN,pci,0,Duruwa,Duruwa,P,5947
16714,IN,peg,0,Pengo,Pengo,S,288
16714,IN,rah,0,Rabha,Rabha,S,574
16714,IN,sat,0,Santhali,Santhali,S,5
16714,IN,snd,0,Sindhi,Sindhi,S,5
16714,IN,tel,0,Telugu,Telugu,S,29
16714,IN,unx,0,Munda,Munda,S,12
16716,IN,guj,0,Gujarati,Gujarati,P,709
16716,IN,mar,0,Marathi,Marathi,S,587
16717,IN,bft,0,Balti,Balti,S,380
16717,IN,dgo,0,Dogri,Dogri,S,935
16717,IN,gju,0,Gujari,Gujari,S,2370
16717,IN,kas,0,Kashmiri,Kashmiri,P,5770
16717,IN,scl,0,Shina,Shina,S,300
16717,IN,urd,0,Urdu,Urdu,S,500
16718,IN,bhd,0,Bhadrawahi,Bhadrawahi,S,240
16718,IN,dgo,0,Dogri,Dogri,S,1169
16718,IN,hin,0,Hindi,Hindi,S,440
16718,IN,hkh,0,Khah,Khah,S,240
16718,IN,kas,0,Kashmiri,Kashmiri,P,6606
16719,IN,gaq,0,Gata',Gata',P,9080
16719,IN,guj,0,Gujarati,Gujarati,S,18
16719,IN,hin,0,Hindi,Hindi,S,214
16719,IN,kff,0,Koya,Koya,S,10
16719,IN,kxv,0,Kuvi,Kuvi,S,1
16719,IN,ort,0,"Oriya, Adivasi","Oriya, Adivasi",S,8
16719,IN,ory,0,Odia,Odia,S,1074
16719,IN,sat,0,Santhali,Santhali,S,34
16719,IN,tel,0,Telugu,Telugu,S,1029
16719,IN,uki,0,"Kui (India)","Kui (India)",S,22
16720,IN,adi,0,Adi,Adi,S,61
16720,IN,ben,0,Bengali,Bengali,S,1
16720,IN,hin,0,Hindi,Hindi,S,1
16720,IN,mhu,0,Digaro-Mishmi,Digaro-Mishmi,P,975
16720,IN,npi,0,Nepali,Nepali,S,1
16720,IN,onp,0,Sartang,Sartang,S,5
16724,IN,adi,0,Adi,Adi,S,4
16724,IN,bod,0,"Tibetan, Central","Tibetan, Central",S,3
16724,IN,eng,0,English,English,S,4
16724,IN,hin,0,Hindi,Hindi,S,60
16724,IN,khr,0,Kharia,Kharia,S,2
16724,IN,nbi,0,"Naga, Mao","Naga, Mao",S,5
16724,IN,npi,0,Nepali,Nepali,S,7
16724,IN,sat,0,Santhali,Santhali,S,2
16724,IN,tsj,14202,Tshangla,"Tshangla: Dirang",P,7063
16724,IN,unr,0,Mundari,Mundari,S,2
16725,IN,ben,0,Bengali,Bengali,S,1020
16725,IN,bfz,0,"Pahari, Mahasu","Pahari, Mahasu",S,6
16725,IN,bgc,0,Haryanvi,Haryanvi,S,87
16725,IN,bho,0,Bhojpuri,Bhojpuri,S,180
16725,IN,bht,0,Bhattiyali,Bhattiyali,S,110
16725,IN,cdj,0,Churahi,Churahi,S,30
16725,IN,duh,0,"Dungra Bhil","Dungra Bhil",S,2000
16725,IN,hin,0,Hindi,Hindi,P,7516
16725,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,2715
16725,IN,kfs,0,Bilaspuri,Bilaspuri,S,4
16725,IN,mai,0,Maithili,Maithili,S,2996
16725,IN,mar,0,Marathi,Marathi,S,1580
16725,IN,mjl,0,Mandeali,Mandeali,S,140
16725,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,391
16725,IN,xnr,0,Kangri,Kangri,S,3660
16727,IN,ben,0,Bengali,Bengali,P,10760
16729,IN,bfy,0,Bagheli,Bagheli,S,1400
16729,IN,bns,0,Bundeli,Bundeli,S,1200
16729,IN,hin,0,Hindi,Hindi,P,38168
16729,IN,mar,0,Marathi,Marathi,S,16890
16731,IN,ory,0,Odia,Odia,P,8210
16733,IN,ory,0,Odia,Odia,P,11092
16733,IN,tel,0,Telugu,Telugu,S,60
16734,IN,anp,0,Angika,Angika,S,3420
16734,IN,awa,0,Awadhi,Awadhi,S,623
16734,IN,ben,0,Bengali,Bengali,S,352136
16734,IN,bfy,0,Bagheli,Bagheli,S,574
16734,IN,bfz,0,"Pahari, Mahasu","Pahari, Mahasu",S,5116
16734,IN,bgc,0,Haryanvi,Haryanvi,S,4099
16734,IN,bgw,0,Bhatri,Bhatri,S,6660
16734,IN,bhd,0,Bhadrawahi,Bhadrawahi,S,800
16734,IN,bho,0,Bhojpuri,Bhojpuri,S,75071
16734,IN,bht,0,Bhattiyali,Bhattiyali,S,870
16734,IN,bjj,0,Kanauji,Kanauji,S,1832
16734,IN,bns,0,Bundeli,Bundeli,S,731
16734,IN,cdh,0,Chambeali,Chambeali,S,4120
16734,IN,cdj,0,Churahi,Churahi,S,1863
16734,IN,dgo,0,Dogri,Dogri,S,118140
16734,IN,dhd,0,Dhundari,Dhundari,S,261
16734,IN,dso,0,Desiya,Desiya,S,10360
16734,IN,gbm,0,Garhwali,Garhwali,S,18877
16734,IN,guj,0,Gujarati,Gujarati,S,370
16734,IN,hca,0,"Andaman Hindi Creole","Andaman Hindi Creole",S,140
16734,IN,hin,0,Hindi,Hindi,S,526194
16734,IN,hkh,0,Khah,Khah,S,140
16734,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,23541
16734,IN,hoc,0,Ho,Ho,S,30
16734,IN,kan,0,Kannada,Kannada,S,100
16734,IN,kas,0,Kashmiri,Kashmiri,S,7455
16734,IN,kfk,0,Kinnauri,Kinnauri,S,30
16734,IN,kfs,0,Bilaspuri,Bilaspuri,S,3407
16734,IN,kfx,0,"Pahari, Kullu","Pahari, Kullu",S,60
16734,IN,khr,0,Kharia,Kharia,S,50
16734,IN,kru,0,Kurux,Kurux,S,110
16734,IN,kxv,0,Kuvi,Kuvi,S,360
16734,IN,kyw,0,Kudmali,Kudmali,S,3600
16734,IN,lbj,0,Ladakhi,Ladakhi,S,24
16734,IN,mag,0,Magahi,Magahi,S,29348
16734,IN,mai,0,Maithili,Maithili,S,17095
16734,IN,mar,0,Marathi,Marathi,S,3200
16734,IN,mjl,0,Mandeali,Mandeali,S,10820
16734,IN,mup,0,Malvi,Malvi,S,185
16734,IN,ory,0,Odia,Odia,P,727905
16734,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,184034
16734,IN,peg,0,Pengo,Pengo,S,1720
16734,IN,rmt,0,Domari,Domari,S,34096
16734,IN,rwr,0,"Marwari (India)","Marwari (India)",S,222
16734,IN,sat,16315,Santhali,"Santhali: Karmali",S,160
16734,IN,srx,0,Sirmauri,Sirmauri,S,1600
16734,IN,swv,0,Shekhawati,Shekhawati,S,60
16734,IN,tam,0,Tamil,Tamil,S,16965
16734,IN,tdb,0,Panchpargania,Panchpargania,S,1200
16734,IN,tel,0,Telugu,Telugu,S,12577
16734,IN,uki,0,"Kui (India)","Kui (India)",S,1120
16734,IN,unr,3302,Mundari,"Mundari: Bhumij",S,40
16734,IN,unx,0,Munda,Munda,S,60
16734,IN,wbr,0,Wagdi,Wagdi,S,348
16734,IN,xnr,0,Kangri,Kangri,S,19490
16735,IN,dgo,0,Dogri,Dogri,S,1435
16735,IN,hkh,0,Khah,Khah,S,50
16735,IN,kas,0,Kashmiri,Kashmiri,S,5440
16735,IN,urd,0,Urdu,Urdu,P,6040
16736,IN,kan,0,Kannada,Kannada,S,23922
16736,IN,mal,0,Malayalam,Malayalam,S,196
16736,IN,mar,0,Marathi,Marathi,S,5
16736,IN,ory,0,Odia,Odia,S,60
16736,IN,tam,0,Tamil,Tamil,S,4065
16736,IN,tcy,0,Tulu,Tulu,S,61
16736,IN,tel,0,Telugu,Telugu,P,44358
16741,IN,dso,0,Desiya,Desiya,S,190
16741,IN,hlb,0,Halbi,Halbi,S,2830
16741,IN,kru,0,Kurux,Kurux,S,10
16741,IN,ory,0,Odia,Odia,P,5380
16741,IN,peg,0,Pengo,Pengo,S,20
16741,IN,uki,0,"Kui (India)","Kui (India)",S,240
16742,IN,anp,0,Angika,Angika,S,14940
16742,IN,ben,0,Bengali,Bengali,S,78886
16742,IN,bho,0,Bhojpuri,Bhojpuri,S,1399590
16742,IN,bjj,0,Kanauji,Kanauji,S,41
16742,IN,gbm,0,Garhwali,Garhwali,S,533
16742,IN,hin,0,Hindi,Hindi,P,3345022
16742,IN,kyw,0,Kudmali,Kudmali,S,280
16742,IN,mag,0,Magahi,Magahi,S,229555
16742,IN,mai,0,Maithili,Maithili,S,526030
16742,IN,mhu,0,Digaro-Mishmi,Digaro-Mishmi,S,1284
16742,IN,ory,0,Odia,Odia,S,2182
16742,IN,sck,0,Sadri,Sadri,S,6320
16743,IN,cdh,0,Chambeali,Chambeali,S,300
16743,IN,dgo,0,Dogri,Dogri,P,760
16743,IN,hin,0,Hindi,Hindi,S,150
16743,IN,kfs,0,Bilaspuri,Bilaspuri,S,90
16743,IN,mjl,0,Mandeali,Mandeali,S,80
16743,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,491
16743,IN,urd,0,Urdu,Urdu,S,100
16743,IN,xnr,0,Kangri,Kangri,S,90
16745,IN,dzo,0,Dzongkha,Dzongkha,P,13840
16748,IN,ben,0,Bengali,Bengali,S,16
16748,IN,bhb,0,Bhili,Bhili,S,381
16748,IN,dhn,0,Dangi,Dangi,S,20
16748,IN,dub,0,Dubli,Dubli,P,399893
16748,IN,eng,0,English,English,S,8
16748,IN,esg,0,"Gondi, Aheri","Gondi, Aheri",S,4
16748,IN,gno,0,"Gondi, Northern","Gondi, Northern",S,32
16748,IN,guj,0,Gujarati,Gujarati,S,238051
16748,IN,hin,0,Hindi,Hindi,S,1315
16748,IN,hlb,0,Halbi,Halbi,S,7
16748,IN,kan,0,Kannada,Kannada,S,426
16748,IN,kfr,0,Kacchi,Kacchi,S,23
16748,IN,khn,0,Khandesi,Khandesi,S,14
16748,IN,knn,0,Konkani,Konkani,S,1990
16748,IN,mal,0,Malayalam,Malayalam,S,15
16748,IN,mar,0,Marathi,Marathi,S,4190
16748,IN,ory,0,Odia,Odia,S,66
16748,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,16
16748,IN,tam,0,Tamil,Tamil,S,25
16748,IN,tel,0,Telugu,Telugu,S,96
16748,IN,urd,0,Urdu,Urdu,S,58
16748,IN,vas,0,Vasavi,Vasavi,S,30822
